time;kolejka pasazerow lotnisko;kolejka hotel1;kolejka hotel2;kolejka hotel3;kolejka hotel4;kolejka autobusow na lotnisku
512.135;598;2;2;0;0;0
512.425;598;2;0;0;0;0
513.574;598;2;0;1;0;0
517.568;598;2;1;1;0;0
518.135;598;2;2;1;0;0
518.788;598;2;3;1;0;0
519.091;598;2;4;1;0;0
519.737;598;2;4;2;0;0
520.555;608;2;4;2;0;0
520.656;608;2;4;2;0;0
522.314;618;2;4;2;0;0
522.593;627;2;4;2;0;0
523.968;627;0;4;2;0;0
525.686;612;0;4;2;0;0
526.096;612;0;5;2;0;0
527.818;612;0;5;2;0;1
528.418;612;0;5;0;0;1
530.313;612;0;5;0;1;1
530.494;612;0;6;0;1;1
530.686;597;0;6;0;1;0
530.779;597;1;6;0;1;0
532.962;597;1;6;0;1;1
533.077;597;1;6;1;1;1
535.575;597;1;6;1;2;1
535.686;582;1;6;1;2;0
538.691;582;1;0;1;2;0
539.126;582;1;0;2;2;0
539.775;582;1;0;3;2;0
540.196;582;0;0;3;2;0
540.337;582;1;0;3;2;0
542.57;582;1;1;3;2;0
542.589;582;1;1;3;3;0
543.184;582;1;1;3;0;0
543.878;592;1;1;3;0;0
544.332;592;1;1;3;1;0
545.412;592;0;1;3;1;0
546.472;592;1;1;3;1;0
546.695;592;1;2;3;1;0
547.169;592;1;2;4;1;0
548.45;602;1;2;4;1;0
549.316;602;0;2;4;1;0
549.965;602;0;3;4;1;0
550.213;602;0;3;1;1;0
551.394;602;0;3;1;2;0
551.689;602;0;4;1;2;0
551.999;602;0;5;1;2;0
552.2;602;0;6;1;2;0
552.882;602;0;6;1;3;0
553.062;602;0;1;1;3;0
555.911;602;0;1;2;3;0
556.92;587;0;1;2;3;0
557.468;587;0;1;3;3;0
557.614;587;0;1;3;4;0
558.737;587;1;1;3;4;0
559.131;587;1;1;3;5;0
559.2;587;1;1;3;6;0
559.846;597;1;1;3;6;0
559.975;597;2;1;3;6;0
560.44;597;2;0;3;6;0
561.487;597;2;0;4;6;0
561.674;607;2;0;4;6;0
562.336;607;2;0;4;2;0
563.649;617;2;0;4;2;0
564.279;617;2;0;4;2;0
565.293;627;2;0;4;2;0
566.121;627;3;0;4;2;0
566.499;627;3;0;4;3;0
567.411;627;3;0;4;4;0
567.933;627;3;0;0;4;0
568.751;627;3;0;0;5;0
571.775;627;0;0;0;5;0
573.084;637;0;0;0;5;0
573.132;637;1;0;0;5;0
573.145;650;1;0;0;5;0
575.019;650;1;0;0;5;0
576.367;662;1;0;0;5;0
577.12;647;1;0;0;5;0
578.404;647;1;0;1;5;0
579.142;647;1;0;2;5;0
579.672;647;1;0;0;5;0
581.684;656;1;0;0;5;0
581.971;656;1;0;1;5;0
582.301;656;1;1;1;5;0
582.395;656;1;1;1;0;0
585.57;665;1;1;1;0;0
587.697;665;1;0;1;0;0
589.114;665;1;1;1;0;0
589.68;676;1;1;1;0;0
590.411;676;1;1;1;1;0
590.776;676;1;1;2;1;0
591.156;676;1;1;3;1;0
591.451;676;0;1;3;1;0
591.847;676;0;1;3;0;0
592.847;686;0;1;3;0;0
593.361;696;0;1;3;0;0
594.497;696;0;1;3;1;0
594.932;696;0;1;3;0;0
597.339;696;0;2;3;0;0
597.353;696;0;3;3;0;0
599.573;696;0;3;3;1;0
599.764;696;0;4;3;1;0
599.942;681;0;4;3;1;0
601.418;681;0;4;4;1;0
601.875;681;0;4;0;1;0
602.065;690;0;4;0;1;0
604.898;690;0;5;0;1;0
604.903;690;0;5;0;2;0
605.191;690;0;0;0;2;0
608.803;675;0;0;0;2;0
609.182;675;0;0;0;2;1
609.324;675;0;0;0;3;1
612.527;675;0;0;0;4;1
613.803;660;0;0;0;4;0
614.174;660;0;0;0;5;0
615.877;660;0;0;0;5;0
615.902;660;1;0;0;5;0
617.126;660;1;0;0;0;0
618.737;660;1;0;0;1;0
620.673;660;0;0;0;1;0
622.094;671;0;0;0;1;0
622.801;680;0;0;0;1;0
622.84;689;0;0;0;1;0
624.142;689;0;0;0;1;0
624.401;689;0;1;0;1;0
625.564;689;0;1;1;1;0
626.349;689;0;1;1;2;0
626.763;689;0;1;1;3;0
628.253;689;0;1;1;3;0
628.377;701;0;1;1;3;0
628.513;712;0;1;1;3;0
628.693;712;0;1;2;3;0
629.365;723;0;1;2;3;0
630.357;723;0;0;2;3;0
631.042;723;0;0;3;3;0
631.128;733;0;0;3;3;0
631.168;733;0;0;4;3;0
631.868;718;0;0;4;3;0
632.426;718;0;0;5;3;0
632.917;718;0;0;5;4;0
633.571;718;0;1;5;4;0
634.761;718;0;1;6;4;0
636.085;718;0;2;6;4;0
636.679;718;1;2;6;4;0
638.254;718;1;0;6;4;0
639.588;718;1;0;6;5;0
639.831;718;1;0;6;0;0
640.143;727;1;0;6;0;0
641.866;727;1;1;6;0;0
645.849;727;1;1;0;0;0
645.975;727;1;0;0;0;0
648.03;727;1;0;0;1;0
648.567;727;0;0;0;1;0
649.518;727;0;1;0;1;0
649.957;727;0;1;1;1;0
650.391;727;0;1;2;1;0
650.75;727;0;1;2;2;0
651.315;738;0;1;2;2;0
652.374;750;0;1;2;2;0
652.655;750;0;1;0;2;0
652.837;750;0;2;0;2;0
656.468;735;0;2;0;2;0
657.557;746;0;2;0;2;0
657.559;746;0;3;0;2;0
658.127;746;0;3;0;3;0
659.369;746;0;3;0;4;0
659.688;746;0;3;0;4;0
661.148;756;0;3;0;4;0
663.24;756;0;3;0;0;0
663.385;756;0;3;0;1;0
664.014;756;0;3;1;1;0
665.505;756;0;3;2;1;0
666.778;756;0;0;2;1;0
668.269;756;0;0;2;0;0
669.371;766;0;0;2;0;0
669.906;766;1;0;2;0;0
672.883;766;0;0;2;0;0
673.293;775;0;0;2;0;0
673.439;775;0;0;2;0;0
676.995;785;0;0;2;0;0
677.396;785;0;1;2;0;0
677.745;785;0;1;3;0;0
678.135;785;0;1;4;0;0
678.25;785;0;1;5;0;0
678.745;797;0;1;5;0;0
679.948;782;0;1;5;0;0
680.532;782;1;1;5;0;0
681.112;782;1;1;5;0;1
681.371;782;1;1;6;0;1
681.391;782;1;1;0;0;1
683.181;793;1;1;0;0;1
684.948;778;1;1;0;0;0
686.247;778;1;0;0;0;0
686.252;778;1;0;1;0;0
687.878;778;1;0;1;0;1
688.665;778;2;0;1;0;1
689.948;763;2;0;1;0;0
690.1;763;2;0;1;1;0
693.357;763;0;0;1;1;0
693.49;763;0;0;1;2;0
693.742;763;0;0;1;3;0
694.584;772;0;0;1;3;0
695.073;772;0;0;1;0;0
696.186;772;0;0;1;1;0
696.346;772;0;0;2;1;0
698.211;782;0;0;2;1;0
699.224;782;0;0;2;2;0
699.482;782;0;0;2;2;0
699.59;782;0;1;2;2;0
699.884;782;1;1;2;2;0
700.173;782;1;1;0;2;0
700.286;782;1;1;1;2;0
701.242;792;1;1;1;2;0
701.647;792;2;1;1;2;0
702.754;803;2;1;1;2;0
703.498;813;2;1;1;2;0
704.412;813;0;1;1;2;0
704.977;823;0;1;1;2;0
707.26;823;0;1;2;2;0
708.003;823;0;0;2;2;0
708.308;823;0;0;3;2;0
710.1;823;0;0;4;2;0
710.692;823;0;0;4;3;0
712.498;808;0;0;4;3;0
713.171;808;0;1;4;3;0
713.274;808;0;0;4;3;0
713.33;818;0;0;4;3;0
713.864;818;0;0;4;4;0
713.894;828;0;0;4;4;0
713.986;828;0;0;4;5;0
714.142;828;0;0;5;5;0
715.072;839;0;0;5;5;0
715.273;839;0;1;5;5;0
715.576;839;0;1;6;5;0
717.008;839;0;1;6;6;0
717.027;839;0;1;6;0;0
717.927;839;0;1;6;1;0
718.614;839;0;0;6;1;0
719.131;839;0;0;6;2;0
719.302;839;0;0;6;3;0
721.08;839;0;0;6;4;0
724.125;849;0;0;6;4;0
724.87;849;0;0;0;4;0
724.958;849;1;0;0;4;0
725.174;849;1;1;0;4;0
726.833;849;1;1;0;5;0
727.753;849;1;1;0;5;0
727.825;849;1;2;0;5;0
727.868;858;1;2;0;5;0
728.855;858;0;2;0;5;0
732.483;858;0;2;1;5;0
732.945;843;0;2;1;5;0
734.39;843;0;3;1;5;0
734.668;854;0;3;1;5;0
735.216;854;0;3;0;5;0
735.254;854;0;3;1;5;0
735.29;854;0;3;2;5;0
737.242;854;0;3;3;5;0
738.716;865;0;3;3;5;0
739.22;865;0;3;3;0;0
740.005;865;0;3;3;1;0
740.551;865;0;3;3;2;0
741.239;865;0;3;3;3;0
741.773;865;0;0;3;3;0
742.638;865;0;0;3;0;0
744.016;865;0;1;3;0;0
744.743;865;0;1;4;0;0
747.747;865;0;1;4;0;0
748.94;865;0;2;4;0;0
749.186;865;0;3;4;0;0
749.209;876;0;3;4;0;0
750.71;876;0;3;4;1;0
751.94;876;0;3;4;0;0
753.24;885;0;3;4;0;0
753.649;885;0;3;5;0;0
754.109;885;1;3;5;0;0
754.119;885;2;3;5;0;0
754.801;870;2;3;5;0;0
755.714;870;2;3;0;0;0
756.061;870;3;3;0;0;0
756.215;870;3;4;0;0;0
756.287;870;4;4;0;0;0
756.887;870;4;4;0;0;1
757.346;870;4;4;0;1;1
757.828;870;4;4;0;2;1
759.801;855;4;4;0;2;0
760.296;864;4;4;0;2;0
760.447;864;4;0;0;2;0
760.512;864;5;0;0;2;0
760.965;874;5;0;0;2;0
761.042;874;6;0;0;2;0
761.255;874;6;0;0;3;0
762.773;874;6;0;0;4;0
763.281;874;6;0;0;5;0
764.009;885;6;0;0;5;0
764.978;885;7;0;0;5;0
765.527;870;7;0;0;5;0
766.221;880;7;0;0;5;0
769.865;880;7;0;0;0;0
770.358;880;7;0;0;1;0
770.423;880;3;0;0;1;0
770.483;880;3;0;1;1;0
770.57;880;3;1;1;1;0
770.894;890;3;1;1;1;0
771.016;890;3;1;2;1;0
774.125;890;0;1;2;1;0
774.498;900;0;1;2;1;0
775.083;900;0;2;2;1;0
775.545;900;0;2;3;1;0
775.609;911;0;2;3;1;0
776.108;911;0;2;0;1;0
777.878;911;0;2;1;1;0
778.968;911;0;2;2;1;0
780.34;921;0;2;2;1;0
780.696;921;0;2;2;1;0
781.113;931;0;2;2;1;0
783.512;931;1;2;2;1;0
784.362;931;2;2;2;1;0
785.149;916;2;2;2;1;0
786.976;916;2;0;2;1;0
787.838;916;2;0;2;2;0
790.302;916;2;0;2;2;0
791.614;916;2;1;2;2;0
791.988;916;2;1;2;0;0
794.611;916;2;2;2;0;0
795.783;916;2;2;2;1;0
795.938;916;2;2;2;2;0
796.097;916;2;2;2;3;0
796.278;916;2;2;3;3;0
796.796;916;2;0;3;3;0
798.552;928;2;0;3;3;0
798.949;939;2;0;3;3;0
799.264;939;0;0;3;3;0
799.735;939;1;0;3;3;0
800.171;939;1;0;4;3;0
800.369;939;1;0;4;4;0
803.017;950;1;0;4;4;0
803.677;950;1;0;0;4;0
803.882;950;1;0;0;5;0
804.967;950;1;0;0;5;0
805.733;960;1;0;0;5;0
805.946;960;1;0;0;6;0
806.036;960;1;0;1;6;0
807.706;960;1;0;1;7;0
808.9;960;1;0;1;8;0
809.201;960;1;0;2;8;0
809.422;945;1;0;2;8;0
810.462;945;1;0;0;8;0
811.216;956;1;0;0;8;0
814.871;956;1;0;0;8;0
816.574;956;2;0;0;8;0
817.858;956;2;0;0;3;0
818.323;968;2;0;0;3;0
818.474;968;2;0;0;4;0
818.808;968;2;0;1;4;0
819.621;979;2;0;1;4;0
820.793;979;3;0;1;4;0
821.906;979;3;0;1;0;0
823.103;992;3;0;1;0;0
823.665;992;3;0;1;0;0
825.774;1005;3;0;1;0;0
825.848;1005;3;0;2;0;0
826.272;1016;3;0;2;0;0
826.292;1016;1;0;2;0;0
826.938;1016;1;0;3;0;0
829.172;1016;1;0;0;0;0
829.358;1016;1;0;1;0;0
829.678;1028;1;0;1;0;0
830.301;1037;1;0;1;0;0
830.737;1037;1;1;1;0;0
830.774;1049;1;1;1;0;0
831.25;1049;1;1;1;1;0
831.654;1049;1;2;1;1;0
832.589;1034;1;2;1;1;0
833.642;1034;1;2;1;2;0
836.633;1034;1;2;2;2;0
836.746;1034;1;3;2;2;0
837.651;1019;1;3;2;2;0
837.76;1029;1;3;2;2;0
838.535;1029;1;3;2;2;1
839.714;1029;1;0;2;2;1
839.842;1042;1;0;2;2;1
842.651;1027;1;0;2;2;0
843.165;1027;1;0;2;0;0
845.03;1027;1;0;3;0;0
845.284;1027;1;0;4;0;0
845.848;1036;1;0;4;0;0
847.288;1036;1;1;4;0;0
850.07;1036;1;1;4;0;0
851.998;1036;0;1;4;0;0
852.496;1047;0;1;4;0;0
853.394;1047;1;1;4;0;0
853.539;1047;1;1;4;1;0
854.68;1032;1;1;4;1;0
854.721;1041;1;1;4;1;0
855.121;1050;1;1;4;1;0
856.045;1050;1;1;0;1;0
857.661;1050;2;1;0;1;0
858.107;1050;0;1;0;1;0
859.155;1050;0;1;1;1;0
861.55;1050;0;1;2;1;0
863.248;1050;0;0;2;1;0
863.811;1050;0;0;3;1;0
864.333;1050;0;0;4;1;0
865.684;1050;0;1;4;1;0
867.707;1050;0;1;4;2;0
867.892;1050;0;0;4;2;0
868.153;1050;0;0;5;2;0
868.418;1061;0;0;5;2;0
868.513;1061;0;1;5;2;0
868.525;1061;0;1;5;2;0
868.73;1061;0;1;5;3;0
869.689;1061;0;2;5;3;0
869.739;1061;0;2;6;3;0
869.796;1071;0;2;6;3;0
870.49;1071;0;2;7;3;0
871.198;1071;0;0;7;3;0
872.657;1071;0;0;7;0;0
874.832;1071;0;0;7;1;0
878.063;1071;1;0;7;1;0
878.488;1071;1;0;0;1;0
878.523;1071;1;0;1;1;0
878.545;1071;1;0;1;2;0
878.989;1071;1;0;1;3;0
879.188;1082;1;0;1;3;0
879.842;1082;1;0;1;4;0
880.205;1082;1;0;1;5;0
880.409;1082;1;0;0;5;0
881.838;1082;1;0;0;6;0
882.341;1082;1;0;0;6;0
885.144;1082;1;0;0;6;0
887.232;1067;1;0;0;6;0
888.778;1067;1;1;0;6;0
888.891;1078;1;1;0;6;0
890.588;1078;1;1;0;7;0
890.589;1078;2;1;0;7;0
891.49;1078;2;1;1;7;0
891.503;1078;2;1;2;7;0
891.798;1090;2;1;2;7;0
892.771;1090;2;2;2;7;0
893.101;1090;2;2;3;7;0
893.134;1090;2;2;4;7;0
893.332;1090;2;2;4;8;0
893.366;1099;2;2;4;8;0
893.401;1099;2;2;4;9;0
893.463;1099;2;2;4;10;0
894.441;1099;2;2;4;3;0
896.719;1099;2;2;0;3;0
897.314;1099;2;2;0;0;0
897.476;1099;2;2;0;1;0
898.442;1109;2;2;0;1;0
899.112;1109;2;3;0;1;0
900.242;1118;2;3;0;1;0
900.469;1118;0;3;0;1;0
900.55;1118;0;3;0;0;0
900.629;1118;0;3;1;0;0
903.994;1129;0;3;1;0;0
905.228;1129;0;4;1;0;0
906.699;1141;0;4;1;0;0
907.332;1141;0;4;1;1;0
907.488;1151;0;4;1;1;0
907.894;1136;0;4;1;1;0
909.597;1136;0;4;2;1;0
911.285;1136;0;4;2;0;0
911.702;1136;0;4;2;0;1
912.269;1136;0;4;3;0;1
912.894;1121;0;4;3;0;0
913.207;1121;0;4;3;1;0
913.44;1121;0;4;3;1;1
914.26;1121;0;5;3;1;1
916.676;1132;0;5;3;1;1
917.269;1132;0;4;3;1;1
917.894;1117;0;4;3;1;0
918.497;1117;0;4;3;2;0
918.696;1117;0;4;3;3;0
920.163;1127;0;4;3;3;0
920.476;1127;1;4;3;3;0
921.226;1127;1;5;3;3;0
923.525;1127;1;5;3;4;0
925.092;1127;0;5;3;4;0
926.331;1127;0;5;3;4;0
926.531;1127;0;5;3;5;0
926.913;1112;0;5;3;5;0
928.74;1112;1;5;3;5;0
928.852;1122;1;5;3;5;0
929.889;1131;1;5;3;5;0
930.861;1131;1;5;3;6;0
931.367;1141;1;5;3;6;0
931.433;1141;1;5;0;6;0
932.644;1141;1;5;1;6;0
932.791;1141;1;6;1;6;0
933.457;1141;2;6;1;6;0
934.102;1141;0;6;1;6;0
938.978;1154;0;6;1;6;0
939.518;1154;0;2;1;6;0
942.308;1154;0;2;2;6;0
943;1154;0;2;2;7;0
943.002;1164;0;2;2;7;0
943.117;1164;0;3;2;7;0
943.22;1164;0;3;2;7;0
943.707;1164;0;0;2;7;0
945.654;1164;1;0;2;7;0
946.08;1176;1;0;2;7;0
948.663;1176;1;0;3;7;0
949.105;1176;1;0;3;8;0
949.379;1176;1;0;3;0;0
949.528;1176;1;0;3;0;0
952.431;1176;1;0;4;0;0
953.69;1176;2;0;4;0;0
954.209;1176;2;0;0;0;0
954.82;1176;2;0;1;0;0
955.623;1186;2;0;1;0;0
955.771;1186;2;0;1;1;0
956.564;1186;2;0;1;1;0
958.519;1186;3;0;1;1;0
958.849;1186;3;0;0;1;0
959.234;1186;4;0;0;1;0
959.53;1186;4;1;0;1;0
960.245;1198;4;1;0;1;0
960.633;1210;4;1;0;1;0
961.151;1210;4;1;1;1;0
961.557;1210;4;2;1;1;0
961.715;1210;4;3;1;1;0
963.969;1210;4;3;1;2;0
964.257;1210;4;3;0;2;0
964.59;1221;4;3;0;2;0
964.767;1206;4;3;0;2;0
964.974;1206;5;3;0;2;0
965.425;1206;5;3;1;2;0
967.664;1206;5;3;1;3;0
967.837;1206;5;4;1;3;0
968.631;1217;5;4;1;3;0
969.357;1226;5;4;1;3;0
969.513;1226;5;4;1;4;0
969.844;1226;5;4;1;0;0
970.38;1235;5;4;1;0;0
970.458;1235;6;4;1;0;0
971.257;1244;6;4;1;0;0
972.869;1244;6;4;0;0;0
972.978;1256;6;4;0;0;0
974.887;1256;6;4;0;1;0
975.51;1256;6;4;0;0;0
977.446;1256;3;4;0;0;0
977.541;1256;3;4;0;0;0
978.342;1265;3;4;0;0;0
979.437;1265;4;4;0;0;0
982.146;1265;4;4;0;1;0
983.521;1250;4;4;0;1;0
984.217;1250;4;4;0;2;0
984.969;1250;4;4;0;3;0
986.317;1250;4;4;1;3;0
986.842;1250;4;4;1;0;0
989.003;1235;4;4;1;0;0
990.061;1235;5;4;1;0;0
990.808;1235;6;4;1;0;0
992.675;1235;6;4;2;0;0
994.255;1220;6;4;2;0;0
994.347;1220;6;1;2;0;0
996.207;1220;6;2;2;0;0
998.113;1220;6;2;2;1;0
998.178;1220;6;2;3;1;0
998.253;1220;6;3;3;1;0
998.58;1231;6;3;3;1;0
998.756;1231;6;3;3;2;0
999.644;1216;6;3;3;2;0
999.791;1216;4;3;3;2;0
1000.01;1216;4;3;4;2;0
